Fecha,Categoría,Ventas,Cantidad,Región,Mes
2025-06-11,Electrónica,489208,36,Centro,2025-06
2025-06-12,Deportes,482076,18,Norte,2025-06
2025-06-13,Deportes,12257,90,Sur,2025-06
2025-06-14,Ropa,299508,53,Centro,2025-06
2025-06-15,Ropa,166044,71,Norte,2025-06
2025-06-16,Ropa,121715,1,Norte,2025-06
2025-06-17,Deportes,36654,58,Centro,2025-06
2025-06-18,Hogar,221841,90,Norte,2025-06
2025-06-19,Deportes,353567,87,Centro,2025-06
2025-06-20,Hogar,301464,90,Norte,2025-06
2025-06-21,Hogar,30808,6,Sur,2025-06
2025-06-22,Ropa,62389,70,Sur,2025-06
2025-06-23,Juguetes,498906,44,Sur,2025-06
2025-06-24,Electrónica,128581,72,Sur,2025-06
2025-06-25,Ropa,137927,24,Sur,2025-06
2025-06-26,Ropa,44773,86,Centro,2025-06
2025-06-27,Juguetes,192240,19,Sur,2025-06
2025-06-28,Electrónica,430963,18,Sur,2025-06
2025-06-29,Deportes,348540,95,Sur,2025-06
2025-06-30,Deportes,379836,30,Sur,2025-06
2025-07-01,Ropa,224764,42,Norte,2025-07
2025-07-02,Electrónica,67505,33,Sur,2025-07
2025-07-03,Ropa,358040,74,Sur,2025-07
2025-07-04,Hogar,28135,12,Centro,2025-07
2025-07-05,Ropa,100887,94,Norte,2025-07
2025-07-06,Ropa,132118,27,Centro,2025-07
2025-07-07,Deportes,499251,39,Sur,2025-07
2025-07-08,Deportes,319521,9,Centro,2025-07
2025-07-09,Deportes,164626,21,Centro,2025-07
2025-07-10,Hogar,334635,76,Sur,2025-07
2025-07-11,Deportes,458837,29,Norte,2025-07
2025-07-12,Electrónica,255739,33,Norte,2025-07
2025-07-13,Juguetes,330427,62,Centro,2025-07
2025-07-14,Electrónica,488356,15,Sur,2025-07
2025-07-15,Electrónica,289067,2,Centro,2025-07
2025-07-16,Deportes,319735,52,Centro,2025-07
2025-07-17,Juguetes,72261,44,Centro,2025-07
2025-07-18,Juguetes,326480,54,Sur,2025-07
2025-07-19,Juguetes,346227,18,Sur,2025-07
2025-07-20,Hogar,70948,3,Norte,2025-07
2025-07-21,Deportes,250891,7,Sur,2025-07
2025-07-22,Juguetes,174074,43,Centro,2025-07
2025-07-23,Hogar,483314,82,Centro,2025-07
2025-07-24,Ropa,476232,38,Norte,2025-07
2025-07-25,Ropa,298816,37,Sur,2025-07
2025-07-26,Hogar,276357,58,Centro,2025-07
2025-07-27,Hogar,151365,33,Norte,2025-07
2025-07-28,Deportes,459076,59,Norte,2025-07
2025-07-29,Deportes,72507,95,Centro,2025-07
2025-07-30,Ropa,67134,11,Centro,2025-07
2025-07-31,Juguetes,143172,68,Sur,2025-07
2025-08-01,Ropa,251225,82,Norte,2025-08
2025-08-02,Juguetes,203069,68,Centro,2025-08
2025-08-03,Juguetes,300316,98,Norte,2025-08
2025-08-04,Deportes,292276,93,Sur,2025-08
2025-08-05,Electrónica,258933,88,Centro,2025-08
2025-08-06,Electrónica,290343,22,Sur,2025-08
2025-08-07,Hogar,46609,66,Norte,2025-08
2025-08-08,Deportes,184037,44,Sur,2025-08
2025-08-09,Juguetes,149088,6,Sur,2025-08
2025-08-10,Electrónica,442995,42,Norte,2025-08
2025-08-11,Juguetes,304025,25,Sur,2025-08
2025-08-12,Electrónica,223666,57,Norte,2025-08
2025-08-13,Electrónica,296616,85,Centro,2025-08
2025-08-14,Electrónica,192885,55,Norte,2025-08
2025-08-15,Deportes,241440,16,Norte,2025-08
2025-08-16,Ropa,267803,95,Centro,2025-08
2025-08-17,Juguetes,177093,14,Norte,2025-08
2025-08-18,Deportes,326275,39,Centro,2025-08
2025-08-19,Deportes,165159,28,Centro,2025-08
2025-08-20,Deportes,22828,96,Norte,2025-08
2025-08-21,Deportes,464826,92,Sur,2025-08
2025-08-22,Deportes,368808,51,Sur,2025-08
2025-08-23,Hogar,142473,49,Centro,2025-08
2025-08-24,Juguetes,488395,9,Sur,2025-08
2025-08-25,Deportes,287337,58,Sur,2025-08
2025-08-26,Juguetes,233461,45,Norte,2025-08
2025-08-27,Hogar,448080,22,Centro,2025-08
2025-08-28,Hogar,423523,32,Centro,2025-08
2025-08-29,Juguetes,374662,69,Norte,2025-08
2025-08-30,Electrónica,291755,87,Sur,2025-08
2025-08-31,Ropa,184863,69,Centro,2025-08
2025-09-01,Electrónica,415166,42,Sur,2025-09
2025-09-02,Electrónica,348384,53,Centro,2025-09
2025-09-03,Electrónica,249719,96,Centro,2025-09
2025-09-04,Deportes,218475,59,Centro,2025-09
2025-09-05,Hogar,274889,74,Centro,2025-09
2025-09-06,Electrónica,327387,39,Sur,2025-09
2025-09-07,Hogar,276010,15,Sur,2025-09
2025-09-08,Juguetes,173317,71,Sur,2025-09
2025-09-09,Ropa,447940,29,Sur,2025-09
2025-09-10,Juguetes,400825,3,Norte,2025-09
2025-09-11,Juguetes,81354,83,Centro,2025-09
2025-09-12,Deportes,61374,10,Centro,2025-09
2025-09-13,Ropa,124397,92,Centro,2025-09
2025-09-14,Juguetes,258552,29,Norte,2025-09
2025-09-15,Juguetes,396721,79,Sur,2025-09
2025-09-16,Ropa,433332,35,Centro,2025-09
2025-09-17,Ropa,353173,6,Sur,2025-09
2025-09-18,Juguetes,365718,12,Sur,2025-09
2025-09-19,Ropa,423663,38,Norte,2025-09
2025-09-20,Juguetes,302575,77,Norte,2025-09
2025-09-21,Juguetes,421124,93,Sur,2025-09
2025-09-22,Deportes,39336,19,Centro,2025-09
2025-09-23,Electrónica,313136,67,Centro,2025-09
2025-09-24,Juguetes,65350,8,Norte,2025-09
2025-09-25,Hogar,79561,8,Norte,2025-09
2025-09-26,Electrónica,324099,84,Norte,2025-09
2025-09-27,Electrónica,71240,47,Norte,2025-09
2025-09-28,Electrónica,161165,4,Norte,2025-09
2025-09-29,Deportes,409371,51,Norte,2025-09
2025-09-30,Juguetes,56607,85,Norte,2025-09
2025-10-01,Deportes,436703,67,Centro,2025-10
2025-10-02,Juguetes,196740,45,Norte,2025-10
2025-10-03,Deportes,424179,8,Norte,2025-10
2025-10-04,Deportes,191196,87,Centro,2025-10
2025-10-05,Hogar,325014,16,Centro,2025-10
2025-10-06,Deportes,459763,77,Sur,2025-10
2025-10-07,Ropa,74110,67,Norte,2025-10
2025-10-08,Hogar,194626,9,Norte,2025-10
2025-10-09,Deportes,162008,60,Norte,2025-10
2025-10-10,Electrónica,389039,78,Norte,2025-10
2025-10-11,Ropa,14426,77,Sur,2025-10
2025-10-12,Ropa,229911,71,Centro,2025-10
2025-10-13,Ropa,299750,15,Centro,2025-10
2025-10-14,Hogar,451048,71,Norte,2025-10
2025-10-15,Deportes,38151,98,Norte,2025-10
2025-10-16,Deportes,482519,41,Norte,2025-10
2025-10-17,Electrónica,283452,22,Sur,2025-10
2025-10-18,Electrónica,250853,24,Sur,2025-10
2025-10-19,Ropa,465738,44,Centro,2025-10
2025-10-20,Electrónica,264595,1,Norte,2025-10
2025-10-21,Hogar,186743,10,Norte,2025-10
2025-10-22,Deportes,100306,80,Norte,2025-10
2025-10-23,Ropa,235180,72,Norte,2025-10
2025-10-24,Electrónica,379128,56,Sur,2025-10
2025-10-25,Hogar,12204,89,Centro,2025-10
2025-10-26,Hogar,102769,50,Centro,2025-10
2025-10-27,Electrónica,97265,12,Sur,2025-10
2025-10-28,Deportes,303275,89,Norte,2025-10
2025-10-29,Electrónica,62428,81,Centro,2025-10
2025-10-30,Ropa,43870,60,Centro,2025-10
2025-10-31,Electrónica,113547,26,Sur,2025-10
2025-11-01,Hogar,245990,78,Norte,2025-11
2025-11-02,Electrónica,59067,41,Centro,2025-11
2025-11-03,Deportes,461801,36,Norte,2025-11
2025-11-04,Juguetes,248083,23,Centro,2025-11
2025-11-05,Electrónica,122217,43,Sur,2025-11
2025-11-06,Deportes,424823,6,Norte,2025-11
2025-11-07,Deportes,428184,69,Sur,2025-11
2025-11-08,Hogar,108934,43,Centro,2025-11
2025-11-09,Deportes,152980,25,Sur,2025-11
2025-11-10,Deportes,429639,18,Sur,2025-11
2025-11-11,Deportes,346851,62,Sur,2025-11
2025-11-12,Deportes,219329,13,Centro,2025-11
2025-11-13,Ropa,267354,43,Norte,2025-11
2025-11-14,Ropa,71215,78,Sur,2025-11
2025-11-15,Hogar,196907,28,Norte,2025-11
2025-11-16,Electrónica,321573,18,Centro,2025-11
2025-11-17,Deportes,354296,59,Norte,2025-11
2025-11-18,Electrónica,118048,60,Sur,2025-11
2025-11-19,Electrónica,179530,63,Sur,2025-11
2025-11-20,Hogar,187241,57,Sur,2025-11
2025-11-21,Deportes,148731,92,Sur,2025-11
2025-11-22,Deportes,463830,51,Sur,2025-11
2025-11-23,Juguetes,249977,56,Sur,2025-11
2025-11-24,Electrónica,349384,27,Centro,2025-11
2025-11-25,Electrónica,436009,32,Centro,2025-11
2025-11-26,Ropa,123688,9,Centro,2025-11
2025-11-27,Juguetes,318617,96,Norte,2025-11
2025-11-28,Ropa,368906,84,Norte,2025-11
2025-11-29,Ropa,230460,92,Centro,2025-11
2025-11-30,Ropa,491546,97,Norte,2025-11
2025-12-01,Hogar,379100,68,Norte,2025-12
2025-12-02,Hogar,390596,46,Sur,2025-12
2025-12-03,Ropa,196823,98,Sur,2025-12
2025-12-04,Juguetes,398455,67,Norte,2025-12
2025-12-05,Electrónica,219987,26,Norte,2025-12
2025-12-06,Juguetes,457470,8,Centro,2025-12
2025-12-07,Deportes,279150,6,Norte,2025-12
2025-12-08,Hogar,259243,80,Sur,2025-12
2025-12-09,Electrónica,84218,24,Norte,2025-12
2025-12-10,Electrónica,206416,48,Centro,2025-12
2025-12-11,Deportes,437056,94,Sur,2025-12
2025-12-12,Deportes,42430,45,Sur,2025-12
2025-12-13,Ropa,33091,13,Sur,2025-12
2025-12-14,Hogar,267125,69,Sur,2025-12
2025-12-15,Hogar,436199,25,Norte,2025-12
2025-12-16,Juguetes,33989,20,Centro,2025-12
2025-12-17,Ropa,85451,82,Norte,2025-12
2025-12-18,Ropa,28990,82,Norte,2025-12
2025-12-19,Ropa,362414,66,Sur,2025-12
2025-12-20,Ropa,352504,74,Centro,2025-12
2025-12-21,Hogar,260541,45,Sur,2025-12
2025-12-22,Hogar,308225,47,Norte,2025-12
2025-12-23,Ropa,152105,63,Norte,2025-12
2025-12-24,Juguetes,380416,76,Sur,2025-12
2025-12-25,Electrónica,288385,77,Norte,2025-12
2025-12-26,Electrónica,134932,55,Norte,2025-12
2025-12-27,Juguetes,278083,75,Sur,2025-12
2025-12-28,Ropa,123000,19,Norte,2025-12
2025-12-29,Hogar,188634,35,Centro,2025-12
2025-12-30,Electrónica,45063,53,Sur,2025-12
2025-12-31,Deportes,217793,26,Centro,2025-12
2026-01-01,Deportes,168117,14,Norte,2026-01
2026-01-02,Juguetes,447985,45,Norte,2026-01
2026-01-03,Ropa,319262,44,Sur,2026-01
2026-01-04,Electrónica,94703,88,Norte,2026-01
2026-01-05,Ropa,424841,65,Sur,2026-01
2026-01-06,Electrónica,245796,51,Sur,2026-01
2026-01-07,Juguetes,138557,43,Sur,2026-01
2026-01-08,Juguetes,299220,86,Sur,2026-01
2026-01-09,Deportes,263317,23,Sur,2026-01
2026-01-10,Ropa,205877,56,Centro,2026-01
2026-01-11,Deportes,316749,19,Sur,2026-01
2026-01-12,Ropa,356709,82,Centro,2026-01
2026-01-13,Deportes,491725,76,Norte,2026-01
2026-01-14,Hogar,311265,55,Sur,2026-01
2026-01-15,Hogar,468317,92,Norte,2026-01
2026-01-16,Hogar,303577,92,Sur,2026-01
2026-01-17,Hogar,53309,60,Centro,2026-01
2026-01-18,Electrónica,339612,59,Centro,2026-01
2026-01-19,Hogar,447470,33,Centro,2026-01
2026-01-20,Juguetes,339437,19,Norte,2026-01
2026-01-21,Juguetes,368402,28,Sur,2026-01
2026-01-22,Electrónica,441069,52,Norte,2026-01
2026-01-23,Hogar,310549,49,Centro,2026-01
2026-01-24,Hogar,469868,37,Norte,2026-01
2026-01-25,Hogar,53527,26,Centro,2026-01
2026-01-26,Deportes,349371,99,Centro,2026-01
2026-01-27,Ropa,403708,98,Centro,2026-01
2026-01-28,Deportes,234490,99,Sur,2026-01
2026-01-29,Ropa,149883,40,Sur,2026-01
2026-01-30,Hogar,103344,80,Centro,2026-01
2026-01-31,Hogar,165344,38,Norte,2026-01
2026-02-01,Deportes,497151,77,Norte,2026-02
2026-02-02,Deportes,475226,87,Sur,2026-02
2026-02-03,Ropa,233564,54,Centro,2026-02
2026-02-04,Juguetes,57153,22,Norte,2026-02
2026-02-05,Ropa,118042,16,Centro,2026-02
2026-02-06,Deportes,64110,28,Norte,2026-02
2026-02-07,Deportes,155051,35,Sur,2026-02
2026-02-08,Electrónica,251131,60,Centro,2026-02
2026-02-09,Deportes,249173,45,Centro,2026-02
2026-02-10,Electrónica,38328,46,Norte,2026-02
2026-02-11,Juguetes,122911,72,Norte,2026-02
2026-02-12,Ropa,285011,55,Norte,2026-02
2026-02-13,Ropa,69234,86,Centro,2026-02
2026-02-14,Electrónica,297995,85,Sur,2026-02
2026-02-15,Ropa,303423,26,Sur,2026-02
2026-02-16,Deportes,258503,85,Norte,2026-02
2026-02-17,Hogar,237135,25,Sur,2026-02
2026-02-18,Electrónica,83402,65,Norte,2026-02
2026-02-19,Ropa,287593,6,Sur,2026-02
2026-02-20,Electrónica,348365,23,Centro,2026-02
2026-02-21,Electrónica,361224,64,Norte,2026-02
2026-02-22,Hogar,15451,87,Sur,2026-02
2026-02-23,Deportes,97178,43,Centro,2026-02
2026-02-24,Electrónica,444532,23,Sur,2026-02
2026-02-25,Ropa,466280,96,Centro,2026-02
2026-02-26,Juguetes,335905,30,Centro,2026-02
2026-02-27,Electrónica,246562,77,Sur,2026-02
2026-02-28,Electrónica,311014,18,Sur,2026-02
2026-03-01,Hogar,368710,87,Centro,2026-03
2026-03-02,Deportes,395893,79,Centro,2026-03
2026-03-03,Juguetes,133765,97,Centro,2026-03
2026-03-04,Ropa,397025,21,Norte,2026-03
2026-03-05,Juguetes,434089,57,Centro,2026-03
2026-03-06,Ropa,138389,23,Norte,2026-03
2026-03-07,Deportes,199699,91,Centro,2026-03
2026-03-08,Ropa,207227,45,Norte,2026-03
2026-03-09,Hogar,297516,44,Centro,2026-03
2026-03-10,Hogar,275786,82,Centro,2026-03
2026-03-11,Hogar,270220,88,Centro,2026-03
2026-03-12,Hogar,431217,47,Sur,2026-03
2026-03-13,Juguetes,306208,40,Sur,2026-03
2026-03-14,Deportes,235898,51,Centro,2026-03
2026-03-15,Ropa,286266,42,Norte,2026-03
2026-03-16,Ropa,428036,7,Norte,2026-03
2026-03-17,Hogar,78431,50,Centro,2026-03
2026-03-18,Hogar,65745,48,Sur,2026-03
2026-03-19,Electrónica,60081,84,Norte,2026-03
2026-03-20,Deportes,474118,91,Sur,2026-03
2026-03-21,Juguetes,411927,6,Norte,2026-03
2026-03-22,Ropa,226204,91,Centro,2026-03
2026-03-23,Electrónica,422009,9,Sur,2026-03
2026-03-24,Electrónica,411415,57,Norte,2026-03
2026-03-25,Ropa,86253,31,Centro,2026-03
2026-03-26,Juguetes,308335,21,Centro,2026-03
2026-03-27,Electrónica,282355,90,Centro,2026-03
2026-03-28,Electrónica,121086,40,Sur,2026-03
2026-03-29,Deportes,466285,45,Sur,2026-03
2026-03-30,Juguetes,492112,77,Centro,2026-03
2026-03-31,Electrónica,459962,49,Sur,2026-03
2026-04-01,Juguetes,424758,87,Norte,2026-04
2026-04-02,Ropa,434528,20,Centro,2026-04
2026-04-03,Hogar,448458,92,Centro,2026-04
2026-04-04,Electrónica,374115,17,Sur,2026-04
2026-04-05,Deportes,103783,28,Centro,2026-04
2026-04-06,Ropa,135681,41,Norte,2026-04
2026-04-07,Juguetes,97893,66,Sur,2026-04
2026-04-08,Ropa,458604,25,Sur,2026-04
2026-04-09,Electrónica,168763,58,Centro,2026-04
2026-04-10,Juguetes,87960,41,Centro,2026-04
2026-04-11,Hogar,356532,6,Centro,2026-04
2026-04-12,Ropa,32601,75,Sur,2026-04
2026-04-13,Electrónica,421236,38,Centro,2026-04
2026-04-14,Deportes,149227,6,Norte,2026-04
2026-04-15,Juguetes,210191,45,Centro,2026-04
2026-04-16,Ropa,484267,75,Centro,2026-04
2026-04-17,Ropa,177849,14,Sur,2026-04
2026-04-18,Hogar,291854,66,Centro,2026-04
2026-04-19,Hogar,380858,40,Sur,2026-04
2026-04-20,Deportes,165604,3,Centro,2026-04
2026-04-21,Deportes,138727,99,Norte,2026-04
2026-04-22,Electrónica,421817,97,Norte,2026-04
2026-04-23,Electrónica,73227,24,Sur,2026-04
2026-04-24,Deportes,146039,19,Sur,2026-04
2026-04-25,Deportes,94289,18,Centro,2026-04
2026-04-26,Juguetes,161094,64,Centro,2026-04
2026-04-27,Hogar,446679,88,Norte,2026-04
2026-04-28,Electrónica,215743,35,Centro,2026-04
2026-04-29,Hogar,277866,62,Norte,2026-04
2026-04-30,Hogar,168485,1,Sur,2026-04
2026-05-01,Deportes,495988,25,Centro,2026-05
2026-05-02,Juguetes,353194,45,Sur,2026-05
2026-05-03,Ropa,243820,49,Centro,2026-05
2026-05-04,Juguetes,246994,98,Norte,2026-05
2026-05-05,Juguetes,489083,89,Sur,2026-05
2026-05-06,Hogar,355740,16,Sur,2026-05
2026-05-07,Juguetes,338876,98,Centro,2026-05
2026-05-08,Electrónica,415513,93,Sur,2026-05
2026-05-09,Hogar,78323,19,Norte,2026-05
2026-05-10,Electrónica,295960,23,Sur,2026-05
2026-05-11,Ropa,50695,83,Sur,2026-05
2026-05-12,Hogar,422918,25,Centro,2026-05
2026-05-13,Ropa,428458,16,Sur,2026-05
2026-05-14,Hogar,65841,54,Centro,2026-05
2026-05-15,Deportes,400642,73,Centro,2026-05
2026-05-16,Juguetes,208784,1,Sur,2026-05
2026-05-17,Deportes,488879,42,Norte,2026-05
2026-05-18,Ropa,117096,19,Centro,2026-05
2026-05-19,Juguetes,102764,97,Sur,2026-05
2026-05-20,Hogar,456790,34,Centro,2026-05
2026-05-21,Juguetes,95744,80,Norte,2026-05
2026-05-22,Electrónica,300626,55,Norte,2026-05
2026-05-23,Juguetes,19171,18,Centro,2026-05
2026-05-24,Electrónica,110755,34,Norte,2026-05
2026-05-25,Juguetes,118125,89,Sur,2026-05
2026-05-26,Electrónica,402866,45,Sur,2026-05
2026-05-27,Ropa,378226,6,Centro,2026-05
2026-05-28,Deportes,13696,21,Norte,2026-05
2026-05-29,Hogar,136310,70,Sur,2026-05
2026-05-30,Juguetes,423274,96,Sur,2026-05
2026-05-31,Deportes,161385,48,Sur,2026-05
2026-06-01,Hogar,291293,39,Centro,2026-06
2026-06-02,Hogar,402208,31,Centro,2026-06
2026-06-03,Electrónica,325665,10,Sur,2026-06
2026-06-04,Ropa,55740,30,Sur,2026-06
2026-06-05,Ropa,116611,18,Norte,2026-06
2026-06-06,Deportes,408172,60,Norte,2026-06
2026-06-07,Ropa,478947,88,Norte,2026-06
2026-06-08,Juguetes,485828,73,Centro,2026-06
2026-06-09,Ropa,258922,95,Sur,2026-06
2026-06-10,Deportes,338785,15,Centro,2026-06
2026-06-11,Ropa,73811,4,Sur,2026-06
2026-06-12,Juguetes,455376,63,Norte,2026-06
2026-06-13,Electrónica,192385,40,Norte,2026-06
2026-06-14,Deportes,73232,9,Norte,2026-06
2026-06-15,Electrónica,287561,9,Norte,2026-06
2026-06-16,Electrónica,165801,26,Sur,2026-06
2026-06-17,Electrónica,122492,4,Norte,2026-06
2026-06-18,Hogar,40099,81,Sur,2026-06
2026-06-19,Hogar,239206,16,Sur,2026-06
2026-06-20,Electrónica,433177,15,Centro,2026-06
2026-06-21,Deportes,415818,99,Norte,2026-06
2026-06-22,Juguetes,128474,52,Norte,2026-06
2026-06-23,Juguetes,281400,69,Centro,2026-06
2026-06-24,Ropa,489336,5,Sur,2026-06
2026-06-25,Deportes,253588,20,Norte,2026-06
2026-06-26,Hogar,44681,79,Sur,2026-06
2026-06-27,Electrónica,101328,18,Centro,2026-06
2026-06-28,Ropa,228512,2,Sur,2026-06
2026-06-29,Juguetes,468005,93,Norte,2026-06
2026-06-30,Hogar,315505,13,Sur,2026-06
2026-07-01,Hogar,467719,4,Sur,2026-07
2026-07-02,Electrónica,44540,42,Norte,2026-07
2026-07-03,Juguetes,167608,74,Norte,2026-07
2026-07-04,Deportes,94700,61,Sur,2026-07
2026-07-05,Hogar,466259,95,Sur,2026-07
2026-07-06,Electrónica,350676,8,Centro,2026-07
2026-07-07,Deportes,197647,67,Norte,2026-07
2026-07-08,Juguetes,399770,63,Sur,2026-07
2026-07-09,Hogar,406087,9,Norte,2026-07
2026-07-10,Deportes,56002,94,Centro,2026-07
2026-07-11,Deportes,59812,11,Sur,2026-07
2026-07-12,Deportes,425842,99,Sur,2026-07
2026-07-13,Hogar,201051,42,Sur,2026-07
2026-07-14,Hogar,479273,13,Norte,2026-07
2026-07-15,Ropa,267906,36,Centro,2026-07
2026-07-16,Juguetes,118946,13,Norte,2026-07
2026-07-17,Electrónica,76668,12,Sur,2026-07
2026-07-18,Deportes,109003,37,Centro,2026-07
2026-07-19,Ropa,221142,74,Sur,2026-07
2026-07-20,Electrónica,230462,73,Sur,2026-07
2026-07-21,Ropa,315142,52,Norte,2026-07
2026-07-22,Hogar,204886,71,Sur,2026-07
2026-07-23,Deportes,114601,2,Centro,2026-07
2026-07-24,Electrónica,448823,56,Sur,2026-07
2026-07-25,Electrónica,279956,60,Sur,2026-07
2026-07-26,Electrónica,71844,23,Norte,2026-07
2026-07-27,Electrónica,211165,40,Centro,2026-07
2026-07-28,Electrónica,405395,64,Norte,2026-07
2026-07-29,Ropa,184870,85,Sur,2026-07
2026-07-30,Deportes,84601,23,Norte,2026-07
2026-07-31,Hogar,411491,29,Norte,2026-07
2026-08-01,Hogar,453790,78,Norte,2026-08
2026-08-02,Hogar,320001,90,Norte,2026-08
2026-08-03,Hogar,397699,51,Sur,2026-08
2026-08-04,Ropa,292844,69,Sur,2026-08
2026-08-05,Juguetes,267927,95,Centro,2026-08
2026-08-06,Deportes,442680,89,Norte,2026-08
2026-08-07,Electrónica,183423,31,Norte,2026-08
2026-08-08,Juguetes,103330,50,Centro,2026-08
2026-08-09,Hogar,235391,20,Norte,2026-08
2026-08-10,Juguetes,223606,55,Centro,2026-08
2026-08-11,Deportes,417085,81,Sur,2026-08
2026-08-12,Electrónica,201387,2,Centro,2026-08
2026-08-13,Electrónica,251133,25,Norte,2026-08
2026-08-14,Deportes,496904,13,Centro,2026-08
2026-08-15,Deportes,424170,92,Sur,2026-08
2026-08-16,Hogar,172627,70,Norte,2026-08
2026-08-17,Electrónica,335497,67,Sur,2026-08
2026-08-18,Juguetes,485406,58,Sur,2026-08
2026-08-19,Ropa,448242,99,Centro,2026-08
2026-08-20,Ropa,372916,82,Sur,2026-08
2026-08-21,Deportes,188048,75,Norte,2026-08
2026-08-22,Hogar,483794,84,Sur,2026-08
2026-08-23,Ropa,363646,64,Sur,2026-08
2026-08-24,Electrónica,386087,69,Centro,2026-08
2026-08-25,Deportes,381994,83,Sur,2026-08
2026-08-26,Juguetes,55095,86,Centro,2026-08
2026-08-27,Deportes,155342,59,Centro,2026-08
2026-08-28,Juguetes,171980,60,Norte,2026-08
2026-08-29,Deportes,287667,83,Norte,2026-08
2026-08-30,Deportes,72433,62,Norte,2026-08
2026-08-31,Deportes,450284,16,Norte,2026-08
2026-09-01,Juguetes,29991,88,Centro,2026-09
2026-09-02,Juguetes,282919,68,Sur,2026-09
2026-09-03,Deportes,481017,15,Norte,2026-09
2026-09-04,Ropa,357139,89,Norte,2026-09
2026-09-05,Hogar,464466,55,Norte,2026-09
2026-09-06,Hogar,157745,35,Sur,2026-09
2026-09-07,Hogar,132808,55,Norte,2026-09
2026-09-08,Juguetes,168128,14,Sur,2026-09
2026-09-09,Juguetes,147686,49,Centro,2026-09
2026-09-10,Ropa,17415,83,Centro,2026-09
2026-09-11,Hogar,491907,7,Centro,2026-09
2026-09-12,Hogar,256038,30,Sur,2026-09
2026-09-13,Deportes,447100,83,Norte,2026-09
2026-09-14,Juguetes,420180,49,Norte,2026-09
2026-09-15,Hogar,440942,89,Norte,2026-09
2026-09-16,Ropa,264205,16,Norte,2026-09
2026-09-17,Ropa,309188,51,Norte,2026-09
2026-09-18,Hogar,198221,72,Sur,2026-09
2026-09-19,Juguetes,178616,82,Centro,2026-09
2026-09-20,Ropa,59976,92,Norte,2026-09
2026-09-21,Deportes,435468,80,Centro,2026-09
2026-09-22,Ropa,275976,83,Sur,2026-09
2026-09-23,Electrónica,231883,42,Sur,2026-09
2026-09-24,Electrónica,221509,17,Norte,2026-09
2026-09-25,Juguetes,306292,63,Sur,2026-09
2026-09-26,Hogar,464456,45,Centro,2026-09
2026-09-27,Juguetes,249241,77,Norte,2026-09
2026-09-28,Juguetes,229526,7,Norte,2026-09
2026-09-29,Juguetes,384374,27,Centro,2026-09
2026-09-30,Juguetes,357220,10,Norte,2026-09
2026-10-01,Deportes,480332,34,Norte,2026-10
2026-10-02,Deportes,456675,36,Centro,2026-10
2026-10-03,Ropa,310546,25,Norte,2026-10
2026-10-04,Electrónica,198799,6,Norte,2026-10
2026-10-05,Juguetes,48578,24,Centro,2026-10
2026-10-06,Ropa,100453,18,Sur,2026-10
2026-10-07,Electrónica,425534,87,Centro,2026-10
2026-10-08,Hogar,347859,6,Norte,2026-10
2026-10-09,Deportes,218859,29,Centro,2026-10
2026-10-10,Electrónica,121435,25,Norte,2026-10
2026-10-11,Hogar,226101,55,Norte,2026-10
2026-10-12,Electrónica,161538,81,Centro,2026-10
2026-10-13,Deportes,367886,46,Norte,2026-10
2026-10-14,Deportes,55475,24,Sur,2026-10
2026-10-15,Ropa,332286,75,Norte,2026-10
2026-10-16,Juguetes,226232,26,Centro,2026-10
2026-10-17,Electrónica,167636,98,Sur,2026-10
2026-10-18,Electrónica,163484,28,Sur,2026-10
2026-10-19,Hogar,103526,3,Norte,2026-10
2026-10-20,Deportes,61001,75,Centro,2026-10
2026-10-21,Electrónica,329793,38,Norte,2026-10
2026-10-22,Deportes,202029,61,Norte,2026-10
2026-10-23,Electrónica,438733,78,Centro,2026-10
2026-10-24,Ropa,154228,51,Centro,2026-10
2026-10-25,Juguetes,426280,90,Norte,2026-10
2026-10-26,Electrónica,35711,48,Sur,2026-10
2026-10-27,Deportes,40106,21,Norte,2026-10
2026-10-28,Ropa,337602,54,Sur,2026-10
2026-10-29,Electrónica,419805,56,Norte,2026-10
2026-10-30,Hogar,492488,94,Centro,2026-10
2026-10-31,Juguetes,402573,59,Sur,2026-10
2026-11-01,Electrónica,227583,72,Centro,2026-11
2026-11-02,Ropa,373898,51,Centro,2026-11
2026-11-03,Hogar,148286,20,Centro,2026-11
2026-11-04,Ropa,237189,96,Centro,2026-11
2026-11-05,Ropa,488947,86,Centro,2026-11
2026-11-06,Hogar,136479,59,Norte,2026-11
2026-11-07,Ropa,430343,71,Sur,2026-11
2026-11-08,Hogar,146213,9,Norte,2026-11
2026-11-09,Electrónica,38884,1,Norte,2026-11
2026-11-10,Hogar,493637,29,Norte,2026-11
2026-11-11,Hogar,274852,63,Centro,2026-11
2026-11-12,Juguetes,290519,72,Norte,2026-11
2026-11-13,Hogar,25088,56,Sur,2026-11
2026-11-14,Hogar,329759,68,Norte,2026-11
2026-11-15,Electrónica,382282,35,Centro,2026-11
2026-11-16,Juguetes,186118,3,Sur,2026-11
2026-11-17,Deportes,282158,7,Sur,2026-11
2026-11-18,Electrónica,205497,27,Sur,2026-11
2026-11-19,Electrónica,406489,1,Sur,2026-11
2026-11-20,Deportes,188207,91,Norte,2026-11
2026-11-21,Hogar,374986,80,Centro,2026-11
